,cars,demands,labels,locations,megacluster,streetName,streetSide,clusterID
288,0.739130435,0.168478261,B241405,"[447320.234, 4638028.11]",1,W OHIO ST,N,30
289,0.64516129,0.112903226,B241406,"[447398.6221, 4638081.513]",1,N WELLS ST,E,30
290,1.278688525,0.245901639,B241407,"[447298.3467, 4638024.836]",1,W OHIO ST,S,30
291,1.531914894,0.175531915,B241409,"[447270.3947, 4637953.768]",1,N FRANKLIN ST,W,30
292,0.583783784,0.108108108,B241410,"[447273.5518, 4637951.916]",1,N FRANKLIN ST,E,30
293,0.847457627,0.18079096,B241411,"[447395.778, 4637982.714]",1,N WELLS ST,W,30
294,1.056179775,0.129213483,B241412,"[447179.8931, 4638022.555]",1,W OHIO ST,S,30
295,3.450980392,0.490196078,B242401,"[447221.8862, 4638201.591]",1,W ERIE ST,N,30
296,2.854545455,0.490909091,B242402,"[447268.3441, 4638232.864]",1,N FRANKLIN ST,W,30
297,2.358974359,0.512820513,B242403,"[447393.3628, 4638265.553]",1,N WELLS ST,W,30
298,3.8125,0.458333333,B242404,"[447271.5696, 4638232.537]",1,N FRANKLIN ST,E,30
299,3.269230769,0.615384615,B242405,"[447326.3384, 4638289.215]",1,W HURON ST,S,30
300,2.645833333,0.4375,B242406,"[447199.4917, 4638287.329]",1,W HURON ST,S,30
301,3.106382979,0.382978723,B242407,"[447229.9845, 4638198.428]",1,W ERIE ST,S,30
302,6.34,0.9,B242408,"[447292.1808, 4638198.798]",1,W ERIE ST,S,30
303,4.8125,0.604166667,B242410,"[447318.7952, 4638292.264]",1,W HURON ST,N,30
304,3.413043478,0.565217391,B242411,"[447196.1775, 4638290.457]",1,W HURON ST,N,30
305,1.692307692,0.128205128,B242412,"[447150.3944, 4638320.336]",1,N ORLEANS ST,E,30
306,0.682926829,0.073170732,B242413,"[447147.8091, 4638264.324]",1,N ORLEANS ST,W,30
307,4.245283019,1.0,B242414,"[447369.3672, 4638202.771]",1,W ERIE ST,N,30
308,2.808510638,0.446808511,B243402,"[447265.9643, 4638331.894]",1,N FRANKLIN ST,W,30
309,1.595744681,0.191489362,B243403,"[447269.33, 4638328.21]",1,N FRANKLIN ST,E,30
310,2.195652174,0.391304348,B243404,"[447336.2838, 4638377.815]",1,W SUPERIOR ST,S,30
311,3.375,0.604166667,B243405,"[447395.3784, 4638335.092]",1,N WELLS ST,E,30
312,2.808510638,0.29787234,B243406,"[447393.0608, 4638458.032]",1,N WELLS ST,E,30
313,6.893617021,1.276595745,B243407,"[447347.8252, 4638381.333]",1,W SUPERIOR ST,N,30
314,2.75,0.386363636,B243408,"[447268.7354, 4638420.601]",1,N FRANKLIN ST,E,30
315,3.176470588,0.333333333,B243409,"[447265.8641, 4638446.005]",1,N FRANKLIN ST,W,30
316,6.204081633,0.755102041,B243410,"[447196.3133, 4638375.519]",1,W SUPERIOR ST,S,30
317,2.574468085,0.276595745,B243412,"[447389.9469, 4638443.147]",1,N WELLS ST,W,30
318,1.285714286,0.166666667,B243413,"[447145.1527, 4638445.959]",1,N ORLEANS ST,W,30
319,3.623188406,0.449275362,B244401,"[447095.0498, 4638485.679]",1,W CHICAGO AVE,S,30
320,1.85915493,0.253521127,B244402,"[447434.1753, 4638488.93]",1,W CHICAGO AVE,S,30
321,1.925373134,0.179104478,B244403,"[447462.1276, 4638492.769]",1,W CHICAGO AVE,N,30
322,0.734375,0.078125,B244404,"[447391.7295, 4638533.8]",1,N WELLS ST,E,30
323,1.107692308,0.215384615,B244406,"[447331.8976, 4638491.681]",1,W CHICAGO AVE,N,30
324,3.390977444,0.646616541,B244408,"[447307.6617, 4638576.707]",1,W INSTITUTE PL,S,30
325,2.984,0.464,B244409,"[447321.4836, 4638580.263]",1,W INSTITUTE PL,N,30
326,1.345864662,0.203007519,B244410,"[447261.5585, 4638743.305]",1,N FRANKLIN ST,W,30
327,2.328358209,0.417910448,B244411,"[447264.8898, 4638742.393]",1,N FRANKLIN ST,E,30
328,2.866666667,0.451851852,B244412,"[447265.4524, 4638533.073]",1,N FRANKLIN ST,W,30
329,2.9375,0.34375,B244413,"[447209.236, 4638491.093]",1,W CHICAGO AVE,N,30
330,2.421875,0.234375,B244414,"[447058.357, 4638488.557]",1,W CHICAGO AVE,N,30
331,1.563380282,0.211267606,B244415,"[447207.6568, 4638488.113]",1,W CHICAGO AVE,S,30
332,1.31884058,0.130434783,B244416,"[447326.9236, 4638488.559]",1,W CHICAGO AVE,S,30
333,1.769230769,0.287449393,B245401,"[447755.4967, 4638537.384]",1,N DEARBORN ST,W,30
334,1.829959514,0.238866397,B245402,"[447757.8142, 4638610.575]",1,N DEARBORN ST,E,30
335,0.635555556,0.155555556,B245403,"[447674.0892, 4638639.676]",1,W CHESTNUT ST,S,30
336,1.411504425,0.243362832,B245404,"[447723.8967, 4638642.8]",1,W CHESTNUT ST,N,30
337,1.194214876,0.165289256,B246401,"[447754.4838, 4638793.424]",1,N DEARBORN ST,W,30
338,1.12605042,0.168067227,B246402,"[447757.4264, 4638807.811]",1,N DEARBORN ST,E,30
339,2.075949367,0.23628692,B246403,"[447709.9469, 4638727.694]",1,W DELAWARE PL,N,30
340,0.953488372,0.069767442,B246404,"[447634.9781, 4638774.906]",1,N CLARK ST,E,30
341,1.777777778,0.230769231,B246405,"[447688.5333, 4638841.567]",1,W WALTON ST,S,30
342,1.615062762,0.217573222,B246406,"[447752.3336, 4638879.281]",1,N DEARBORN ST,W,30
343,2.360655738,0.266393443,B246407,"[447754.2562, 4638694.173]",1,N DEARBORN ST,W,30
344,0.731481481,0.125,B246408,"[447635.9225, 4638699.198]",1,N CLARK ST,E,30
345,1.179723502,0.138248848,B246409,"[447632.4397, 4638717.179]",1,N CLARK ST,W,30
346,1.574074074,0.222222222,B246410,"[447631.0617, 4638847.476]",1,N CLARK ST,W,30
347,0.628440367,0.073394495,B246411,"[447633.5338, 4638888.522]",1,N CLARK ST,E,30
348,2.222727273,0.354545455,B247401,"[447753.3443, 4638963.95]",1,N DEARBORN ST,E,30
349,3.373913043,0.508695652,B247402,"[447749.9184, 4638997.391]",1,N DEARBORN ST,W,30
350,1.839130435,0.234782609,B247403,"[447707.4175, 4638928.488]",1,W OAK ST,N,30
351,3.349775785,0.587443946,B247404,"[447632.217, 4638981.686]",1,N CLARK ST,E,30
352,1.316239316,0.209401709,B247405,"[447703.1679, 4639069.235]",1,W MAPLE ST,S,30
353,2.393162393,0.363247863,B247406,"[447710.5341, 4639072.547]",1,W MAPLE ST,N,30
354,3.12987013,0.424242424,B247407,"[447706.7257, 4638925.224]",1,W OAK ST,S,30
355,2.757009346,0.439252336,B248401,"[447630.8397, 4639134.699]",1,N CLARK ST,E,30
356,2.666666667,0.342222222,B248402,"[447722.1289, 4639212.328]",1,W ELM ST,S,30
357,2.239819005,0.28959276,B248403,"[447748.5419, 4639135.607]",1,N DEARBORN ST,W,30
358,1.592592593,0.175925926,B248404,"[447751.2724, 4639174.211]",1,N DEARBORN ST,E,30
359,2.728110599,0.30875576,B248405,"[447746.7147, 4639250.383]",1,N DEARBORN ST,W,30
360,2.966527197,0.485355649,B248406,"[447660.6325, 4639215.108]",1,W ELM ST,N,30
361,1.232142857,0.258928571,B248408,"[447582.5705, 4639068.113]",1,W MAPLE ST,S,30
362,2.433476395,0.394849785,B248409,"[447596.2754, 4639214.639]",1,W ELM ST,N,30
363,1.144144144,0.279279279,B248411,"[447569.4386, 4639210.847]",1,W ELM ST,S,30
364,0.467980296,0.049261084,B248412,"[447629.6496, 4639260.166]",1,N CLARK ST,E,30
365,0.49321267,0.099547511,B248422,"[447577.7004, 4639071.473]",1,W MAPLE ST,N,30
366,2.487179487,0.58974359,B249301,"[446101.6481, 4637895.957]",1,W GRAND AVE,N,30
371,5.255813953,1.023255814,B250401,"[447746.2874, 4639464.838]",1,N DEARBORN ST,E,30
372,4.235955056,0.696629213,B250403,"[447744.295, 4639420.686]",1,N DEARBORN ST,W,30
373,4.641304348,0.489130435,B250405,"[447628.243, 4639356.208]",1,N CLARK ST,E,30
374,3.367816092,0.333333333,B250407,"[447621.7958, 4639659.081]",1,N CLARK ST,E,30
375,3.738095238,0.392857143,B250409,"[447618.1471, 4639866.008]",1,N CLARK ST,E,30
376,1.880952381,0.261904762,B250411,"[447617.3254, 4639950.734]",1,N CLARK ST,E,30
385,1.658823529,0.235294118,B252401,"[447432.6388, 4639297.527]",1,W DIVISION ST,N,30
386,1.633333333,0.266666667,B252402,"[447624.2238, 4639391.978]",1,N CLARK ST,W,30
387,3.897727273,0.545454545,B252403,"[447620.5659, 4639559.959]",1,N CLARK ST,W,30
388,2.965116279,0.430232558,B252405,"[447615.1842, 4639848.853]",1,N CLARK ST,W,30
389,2.314606742,0.292134831,B252407,"[447614.1617, 4639951.589]",1,N CLARK ST,W,30
390,4.652173913,0.582608696,B253403,"[447370.5887, 4639638.881]",1,N WELLS ST,E,30
391,5.146551724,0.594827586,B253404,"[447368.8898, 4639762.626]",1,N WELLS ST,E,30
394,5.284482759,0.672413793,B253414,"[447367.0143, 4639659.465]",1,N WELLS ST,W,30
395,6.663793103,0.698275862,B253415,"[447368.381, 4639551.016]",1,N WELLS ST,W,30
396,1.99122807,0.280701754,B253416,"[447368.8906, 4639446.892]",1,N WELLS ST,W,30
397,3.210526316,0.50877193,B253417,"[447369.756, 4639375.957]",1,N WELLS ST,W,30
398,1.205357143,0.071428571,B253418,"[447372.1011, 4639520.068]",1,N WELLS ST,E,30
414,2.614194299,0.417808036,B257401,"[446918.6535, 4637075.196]",1,N CANAL ST,E,30
415,3.189655172,0.396551724,B257402,"[446916.745, 4637199.819]",1,N CANAL ST,E,30
416,2.388888889,0.944444444,B257403,"[446914.644, 4637305.957]",1,N CANAL ST,E,30
417,2.143884892,0.446043165,B257404,"[446869.8362, 4637407.64]",1,W FULTON ST,N,30
418,1.833333333,0.174603175,B257405,"[446634.5791, 4637410.896]",1,W FULTON ST,N,30
419,1.127118644,0.169491525,B257406,"[446547.3461, 4637440.982]",1,N DESPLAINES ST,E,30
420,1.96124031,0.387596899,B257407,"[446636.8897, 4637407.442]",1,W FULTON ST,S,30
421,3.269230769,0.6,B257408,"[446744.0375, 4637406.695]",1,W FULTON ST,S,30
422,2.415492958,0.507042254,B257409,"[446880.2773, 4637405.122]",1,W FULTON ST,S,30
423,3.071942446,0.762589928,B257410,"[446911.8799, 4637345.744]",1,N CANAL ST,W,30
424,3.933333333,0.4,B257411,"[446285.0451, 4637185.433]",1,N HALSTED ST,E,30
425,6.265957447,0.819148936,B257413,"[446321.8531, 4637160.101]",1,W RANDOLPH ST,N,30
426,3.752066116,0.479338843,B257417,"[446913.4456, 4637204.998]",1,N CANAL ST,W,30
427,1.655172414,0.137931034,B258301,"[446211.1087, 4636854.623]",1,W MADISON ST,N,30
428,3.586206897,0.689655172,B258302,"[446133.5909, 4636853.101]",1,W MADISON ST,N,30
429,3.483870968,0.35483871,B258303,"[446046.5049, 4636851.876]",1,W MADISON ST,N,30
430,2.862068966,0.275862069,B258304,"[445855.9133, 4636848.556]",1,W MADISON ST,N,30
431,2.379310345,0.24137931,B258305,"[445771.3316, 4636847.37]",1,W MADISON ST,N,30
432,2.357142857,0.178571429,B258306,"[445659.3703, 4636845.563]",1,W MADISON ST,N,30
433,3.142857143,0.178571429,B258307,"[445547.1281, 4636843.372]",1,W MADISON ST,N,30
434,4.413793103,0.448275862,B258308,"[445548.827, 4636840.169]",1,W MADISON ST,S,30
435,5.193548387,0.64516129,B258309,"[445735.4699, 4636843.431]",1,W MADISON ST,S,30
436,5.551724138,0.655172414,B258310,"[445840.2503, 4636844.795]",1,W MADISON ST,S,30
437,4.166666667,0.3,B258311,"[445877.1963, 4636845.012]",1,W MADISON ST,S,30
438,4.892857143,0.571428571,B258312,"[446165.6181, 4636850.365]",1,W MADISON ST,S,30
439,2.504950495,0.297029703,B259401,"[446635.6697, 4636853.875]",1,W MADISON ST,S,30
440,3.839622642,0.679245283,B259402,"[446560.2432, 4636809.587]",1,S DESPLAINES ST,E,30
441,1.44,0.17,B259403,"[446656.0905, 4636570.699]",1,W ADAMS ST,S,30
442,2.00990099,0.128712871,B259404,"[446629.4728, 4636573.751]",1,W ADAMS ST,N,30
443,0.721153846,0.192307692,B259406,"[446559.7871, 4636407.69]",1,S DESPLAINES ST,W,30
444,1.028037383,0.177570093,B259408,"[446559.8275, 4636539.128]",1,S DESPLAINES ST,W,30
445,2.907407407,0.444444444,B259409,"[446509.9232, 4636568.907]",1,W ADAMS ST,S,30
446,2.140186916,0.168224299,B259410,"[446557.5001, 4636785.051]",1,S DESPLAINES ST,W,30
447,0.76,0.1,B259411,"[446562.9377, 4636404.895]",1,S DESPLAINES ST,E,30
448,2.45045045,0.378378378,B260401,"[446547.6764, 4637359.001]",1,N DESPLAINES ST,W,30
449,1.90990991,0.306306306,B260402,"[446551.1049, 4637356.259]",1,N DESPLAINES ST,E,30
450,2.244897959,0.306122449,B260403,"[446617.1019, 4637142.804]",1,W RANDOLPH ST,S,30
451,2.831683168,0.415841584,B260404,"[446645.0579, 4637146.253]",1,W RANDOLPH ST,N,30
452,3.047169811,0.575471698,B260405,"[446554.8244, 4637080.911]",1,N DESPLAINES ST,E,30
453,1.161904762,0.123809524,B260406,"[446548.1923, 4637242.485]",1,N DESPLAINES ST,W,30
454,5.728070175,0.877192982,B260407,"[446489.8802, 4637145.588]",1,W RANDOLPH ST,N,30
455,2.36036036,0.279279279,B260408,"[446551.024, 4637100.895]",1,N DESPLAINES ST,W,30
456,3.596491228,0.394736842,B260410,"[446555.4812, 4636894.158]",1,N DESPLAINES ST,W,30
457,1.972222222,0.268518519,B260412,"[446597.6403, 4637285.238]",1,W LAKE ST,S,30
458,1.955752212,0.362831858,B260413,"[446622.6431, 4637288.154]",1,W LAKE ST,N,30
459,2.709923664,0.290076336,B261401,"[446790.996, 4637332.458]",1,N CLINTON ST,W,30
460,3.063492063,0.436507937,B261402,"[446792.7931, 4637245.42]",1,N CLINTON ST,W,30
461,4.827956989,0.709677419,B261403,"[446745.5324, 4637145.334]",1,W RANDOLPH ST,N,30
462,2.114754098,0.196721311,B261404,"[446795.2882, 4637117.746]",1,N CLINTON ST,W,30
463,1.475409836,0.155737705,B261405,"[446797.1978, 4637179.647]",1,N CLINTON ST,E,30
464,2.0078125,0.3515625,B261406,"[446794.2473, 4637335.759]",1,N CLINTON ST,E,30
465,1.111111111,0.126984127,B261408,"[446719.8322, 4637287.205]",1,W LAKE ST,N,30
466,2.069767442,0.279069767,B261409,"[446737.1244, 4637285.801]",1,W LAKE ST,S,30
467,2.614194299,0.417808036,B262401,"[446734.736, 4636854.955]",1,W MADISON ST,S,30
468,5.5,0.5,B262402,"[446706.929, 4636570.761]",1,W ADAMS ST,S,30
469,3.385964912,0.614035088,B262403,"[446744.0698, 4636503.434]",1,W QUINCY ST,N,30
470,2.918367347,0.602040816,B262406,"[446768.5938, 4636188.814]",1,W TILDEN ST,N,30
471,0.851485149,0.257425743,B262407,"[446761.1781, 4636127.278]",1,W CONGRESS PKWY,S,30
472,0.572916667,0.125,B262408,"[446856.1753, 4636128.73]",1,W CONGRESS PKWY,S,30
473,3.899082569,0.577981651,B263401,"[446805.5592, 4636608.355]",1,S CLINTON ST,E,30
474,6.121495327,0.542056075,B263403,"[446868.0212, 4636570.948]",1,W ADAMS ST,S,30
475,0.189473684,0.042105263,B263409,"[446814.7037, 4636104.259]",1,S CLINTON ST,E,30
476,4.487179487,0.393162393,B263413,"[446807.0998, 4636375.016]",1,S CLINTON ST,W,30
477,0.411764706,0.147058824,B263415,"[446811.7971, 4636095.078]",1,S CLINTON ST,W,30
739,0.944444444,0.166666667,B285401,"[446827.1211, 4635270.381]",1,S CLINTON ST,W,30
740,5.52173913,1.0,B285402,"[446763.4663, 4635242.08]",1,W ROOSEVELT RD,N,30
741,2.133333333,0.416666667,B285403,"[446706.7326, 4635253.815]",1,S JEFFERSON ST,E,30
742,3.266666667,0.483333333,B285404,"[446703.3258, 4635259.606]",1,S JEFFERSON ST,W,30
743,3.119402985,0.537313433,B285405,"[446647.4213, 4635240.73]",1,W ROOSEVELT RD,N,30
744,2.316666667,0.466666667,B285406,"[446646.6432, 4635226.043]",1,W ROOSEVELT RD,S,30
745,4.075757576,0.636363636,B285407,"[446772.4207, 4635226.432]",1,W ROOSEVELT RD,S,30
746,1.037037037,0.055555556,B285408,"[446829.9353, 4635267.143]",1,S CLINTON ST,E,30
747,0.2,0.022222222,B286415,"[446574.4092, 4635864.509]",1,S DESPLAINES ST,E,30
748,0.627906977,0.046511628,B286416,"[446572.6846, 4635953.668]",1,S DESPLAINES ST,E,30
749,0.434782609,0.043478261,B286417,"[446571.9248, 4635822.724]",1,S DESPLAINES ST,W,30
750,0.0,0.0,B286418,"[446577.02, 4635663.571]",1,S DESPLAINES ST,E,30
751,0.6,0.054545455,B286419,"[446573.1893, 4635731.625]",1,S DESPLAINES ST,W,30
752,0.844827586,0.120689655,B286420,"[446582.821, 4635390.858]",1,S DESPLAINES ST,E,30
753,0.526315789,0.122807018,B286422,"[446576.8117, 4635494.805]",1,S DESPLAINES ST,W,30
754,0.314814815,0.111111111,B286424,"[446576.5953, 4635725.668]",1,S DESPLAINES ST,E,30
755,3.487179487,0.974358974,B287707,"[446225.6807, 4635166.056]",1,S NEWBERRY AVE,W,30
756,5.9,0.7,B287709,"[446313.6403, 4635140.275]",1,S HALSTED ST,W,30
757,4.885714286,0.742857143,B287711,"[446315.6123, 4634936.604]",1,S HALSTED ST,W,30
758,3.324324324,0.405405405,B287713,"[446319.7196, 4634868.705]",1,S HALSTED ST,E,30
759,5.8,0.714285714,B287714,"[446318.2685, 4635052.857]",1,S HALSTED ST,E,30
760,5.214285714,1.023809524,B287720,"[446463.7411, 4635177.847]",1,S UNION AVE,E,30
769,2.886075949,0.683544304,B290402,"[446497.1349, 4636496.858]",1,W QUINCY ST,S,30
770,0.98,0.13,B290403,"[446292.7655, 4636490.248]",1,S HALSTED ST,W,30
771,0.587628866,0.051546392,B290404,"[446294.1666, 4636403.036]",1,S HALSTED ST,W,30
1154,1.193548387,0.217741935,B328401,"[447984.3008, 4635736.539]",1,E 8TH ST,N,30
1155,2.614194299,0.417808036,B328402,"[447964.204, 4635876.453]",1,E BALBO AVE,N,30
1156,1.618644068,0.262711864,B328403,"[447973.4798, 4635733.125]",1,E 8TH ST,S,30
1157,3.587719298,0.385964912,B328404,"[448057.241, 4635971.184]",1,S WABASH AVE,E,30
1158,3.330508475,0.5,B328405,"[448054.0521, 4635953.577]",1,S WABASH AVE,W,30
1159,0.316666667,0.058333333,B328407,"[447976.6799, 4635874.143]",1,E BALBO AVE,S,30
1160,5.431506849,0.993150685,B329401,"[447666.9373, 4635933.293]",1,S CLARK ST,W,30
1161,3.118881119,0.391608392,B329402,"[447711.7023, 4635785.049]",1,W POLK ST,S,30
1162,7.772151899,0.82278481,B329403,"[447790.8731, 4635995.418]",1,S DEARBORN ST,E,30
1163,1.124183007,0.169934641,B329406,"[447891.9811, 4635789.883]",1,W POLK ST,N,30
1164,2.286713287,0.461538462,B329407,"[447670.5484, 4635917.3]",1,S CLARK ST,E,30
1165,1.814102564,0.230769231,B329408,"[447717.9592, 4635788.385]",1,W POLK ST,N,30
1166,5.461077844,0.706586826,B329409,"[447789.7035, 4635828.275]",1,S DEARBORN ST,W,30
1167,2.051612903,0.309677419,B329411,"[447930.1392, 4635962.797]",1,S STATE ST,E,30
1168,1.013888889,0.166666667,B329414,"[447858.1183, 4635785.972]",1,W POLK ST,S,30
1169,0.493055556,0.097222222,B329415,"[447789.225, 4635785.756]",1,W POLK ST,S,30
1170,0.439490446,0.057324841,B329416,"[447914.6431, 4635951.546]",1,S STATE ST,W,30
1171,3.03,0.5,B330401,"[448101.9871, 4635452.593]",1,E 11TH ST,N,30
1172,1.795918367,0.204081633,B330402,"[448161.1092, 4635593.265]",1,E 9TH ST,S,30
1173,2.059405941,0.217821782,B330403,"[448140.0374, 4635595.913]",1,E 9TH ST,N,30
1174,1.242105263,0.168421053,B330404,"[448005.8093, 4635450.744]",1,E 11TH ST,N,30
1175,0.988764045,0.224719101,B330405,"[448008.8468, 4635447.562]",1,E 11TH ST,S,30
1176,2.914893617,0.510638298,B330410,"[448061.4662, 4635535.554]",1,S WABASH AVE,E,30
1177,2.688172043,0.430107527,B330411,"[448060.1607, 4635669.511]",1,S WABASH AVE,E,30
1178,2.396039604,0.356435644,B330412,"[448057.0375, 4635660.94]",1,S WABASH AVE,W,30
1179,3.030612245,0.418367347,B330413,"[448057.855, 4635559.309]",1,S WABASH AVE,W,30
1180,9.25,0.666666667,B331701,"[448062.0804, 4635192.352]",1,S WABASH AVE,W,30
1181,2.56,0.12,B331703,"[448030.3787, 4635057.85]",1,E 13TH ST,S,30
1182,9.857142857,1.904761905,B331704,"[448064.1923, 4634962.901]",1,S WABASH AVE,W,30
1183,5.476190476,0.80952381,B331706,"[448066.171, 4634799.149]",1,S WABASH AVE,W,30
1184,6.791666667,0.625,B331708,"[448069.0428, 4634757.931]",1,S WABASH AVE,E,30
1185,6.0,0.785714286,B331711,"[448113.5339, 4635059.019]",1,E 13TH ST,S,30
1186,5.461538462,0.615384615,B331712,"[448109.9925, 4635061.871]",1,E 13TH ST,N,30
1187,6.2,0.6,B331713,"[448067.2216, 4635126.612]",1,S WABASH AVE,E,30
1203,2.36627907,0.290697674,B335401,"[447968.0906, 4637622.79]",1,N WABASH AVE,W,30
1204,1.242774566,0.144508671,B335402,"[448011.2405, 4637734.102]",1,N WABASH AVE,W,30
1205,5.573863636,0.693181818,B335404,"[448014.7092, 4637729.199]",1,N WABASH AVE,E,30
1206,2.528089888,0.277153558,B336501,"[448371.7002, 4637421.865]",1,N STETSON-ML AVE,W,30
1207,1.626415094,0.305660377,B336502,"[448375.2518, 4637320.904]",1,N STETSON-ML AVE,E,30
1208,5.823529412,0.722222222,B336503,"[448338.7021, 4637282.979]",1,E LAKE-UL ST,N,30
1209,3.889328063,0.490118577,B336504,"[448376.0055, 4637493.834]",1,N STETSON-ML AVE,W,30
1210,4.49044586,0.694267516,B336505,"[448237.7349, 4637192.753]",1,N BEAUBIEN-UL CT,E,30
1211,4.04,0.496666667,B336506,"[448235.2644, 4637180.713]",1,N BEAUBIEN-UL CT,W,30
1212,5.303225806,0.664516129,B336507,"[448368.9274, 4637185.259]",1,N STETSON-UL AVE,W,30
1213,2.903536977,0.376205788,B336508,"[448372.249, 4637183.018]",1,N STETSON-UL AVE,E,30
1214,4.464646465,0.552188552,B336509,"[448367.6115, 4637410.421]",1,N STETSON-UL AVE,W,30
1215,1.214532872,0.134948097,B336510,"[448370.6248, 4637496.09]",1,N STETSON-UL AVE,E,30
1216,1.429078014,0.170212766,B336511,"[448367.4952, 4637455.707]",1,N STETSON-UL AVE,W,30
1217,3.039215686,0.437908497,B336512,"[448371.2236, 4637325.479]",1,N STETSON-UL AVE,E,30
1218,3.102941176,0.477941176,B336513,"[448307.0719, 4637386.25]",1,E SOUTHWATER-ML ST,S,30
1219,3.142857143,0.552631579,B336514,"[448306.8422, 4637408.202]",1,E SOUTHWATER-ML ST,N,30
1258,0.942307692,0.269230769,B343401,"[448022.0491, 4635594.278]",1,E 9TH ST,N,30
1259,1.170212766,0.127659574,B343402,"[447918.9316, 4635624.748]",1,S STATE ST,W,30
1260,0.946236559,0.215053763,B343403,"[447918.5946, 4635555.836]",1,S STATE ST,W,30
1261,0.555555556,0.111111111,B343404,"[447936.0224, 4635412.499]",1,S STATE ST,E,30
1262,3.285714286,0.632653061,B343406,"[447971.6576, 4635590.321]",1,E 9TH ST,S,30
1263,3.835164835,0.56043956,B343408,"[447933.8277, 4635637.612]",1,S STATE ST,E,30
1321,4.240963855,0.771084337,B351501,"[448586.1987, 4637117.282]",1,E RANDOLPH-LL ST,S,30
1322,1.6875,0.3375,B351503,"[448840.2648, 4637136.46]",1,E RANDOLPH-LL ST,N,30
1339,5.763392857,0.767857143,B356403,"[447139.1469, 4637757.097]",1,W HUBBARD ST,N,30
1340,4.870967742,1.050691244,B356405,"[447069.7466, 4637843.244]",1,W ILLINOIS ST,N,30
1341,1.534246575,0.173515982,B356407,"[446952.56, 4637862.241]",1,N KINGSBURY ST,W,30
1345,6.153846154,0.538461538,B358302,"[446154.8808, 4636710.644]",1,W MONROE ST,N,30
1346,5.107142857,0.285714286,B358303,"[446025.4275, 4636706.413]",1,W MONROE ST,N,30
1347,3.148148148,0.444444444,B358304,"[445999.7748, 4636808.826]",1,S SANGAMON ST,E,30
1348,4.357142857,0.464285714,B358305,"[445996.6164, 4636803.196]",1,S SANGAMON ST,W,30
1349,3.965517241,0.275862069,B358306,"[445946.1261, 4636704.631]",1,W MONROE ST,N,30
1350,5.793103448,0.448275862,B358307,"[445919.0565, 4636700.956]",1,W MONROE ST,S,30
1351,6.185185185,0.592592593,B358308,"[445998.7091, 4636646.303]",1,S SANGAMON ST,W,30
1352,9.0,1.115384615,B358309,"[446002.9972, 4636595.382]",1,S SANGAMON ST,E,30
1353,5.0,0.444444444,B358310,"[446026.5747, 4636703.522]",1,W MONROE ST,S,30
1354,5.769230769,0.576923077,B358311,"[446146.5649, 4636707.269]",1,W MONROE ST,S,30
1355,4.923076923,0.576923077,B358312,"[446254.1827, 4636708.452]",1,W MONROE ST,S,30
1539,6.858333333,1.816666667,B374401,"[447375.4429, 4639159.747]",1,N WELLS ST,W,30
1540,2.52173913,0.365217391,B374403,"[447380.0744, 4638966.202]",1,N WELLS ST,W,30
1541,1.142857143,0.178571429,B374404,"[447320.1677, 4638928.518]",1,W OAK ST,N,30
1542,1.640350877,0.175438596,B374405,"[447334.8564, 4638925.222]",1,W OAK ST,S,30
1543,1.424778761,0.10619469,B374407,"[447381.9836, 4638885.834]",1,N WELLS ST,W,30
1544,1.899159664,0.18487395,B374408,"[447360.908, 4638841.545]",1,W WALTON ST,N,30
1545,0.327102804,0.009345794,B374410,"[447383.6276, 4638822.314]",1,N WELLS ST,W,30
1546,0.080357143,0.035714286,B374411,"[447385.3379, 4638699.994]",1,N WELLS ST,W,30
1547,0.826086957,0.147826087,B374412,"[447323.5795, 4638668.087]",1,W CHESTNUT ST,N,30
1548,1.383928571,0.321428571,B374413,"[447352.5936, 4638665.272]",1,W CHESTNUT ST,S,30
1549,1.385964912,0.210526316,B374414,"[447386.8373, 4638616.911]",1,N WELLS ST,W,30
1550,2.092436975,0.25210084,B374415,"[447291.0136, 4639292.453]",1,W DIVISION ST,S,30
1551,3.033613445,0.319327731,B374416,"[447262.0894, 4639295.187]",1,W DIVISION ST,N,30
1614,2.614194299,0.417808036,B385401,"[446673.4562, 4637075.033]",1,N JEFFERSON ST,W,30
1615,4.03960396,0.603960396,B385402,"[446670.7689, 4637221.39]",1,N JEFFERSON ST,W,30
1616,3.22,0.54,B385403,"[446668.5478, 4637340.801]",1,N JEFFERSON ST,W,30
1617,2.865979381,0.505154639,B385404,"[446670.0464, 4637451.703]",1,N JEFFERSON ST,W,30
1618,5.051546392,0.989690722,B385405,"[446678.5026, 4636924.222]",1,N JEFFERSON ST,E,30
1619,4.434343434,0.575757576,B385406,"[446676.7219, 4637072.791]",1,N JEFFERSON ST,E,30
1620,3.294117647,0.421568627,B385407,"[446673.9415, 4637214.16]",1,N JEFFERSON ST,E,30
1621,2.151515152,0.313131313,B385408,"[446671.8582, 4637351.973]",1,N JEFFERSON ST,E,30
1622,4.0,0.784946237,B385409,"[446673.4332, 4637480.499]",1,N JEFFERSON ST,E,30
1623,1.459183673,0.387755102,B386401,"[446566.6466, 4636261.397]",1,S DESPLAINES ST,E,30
1624,0.030927835,0.010309278,B386402,"[446563.3694, 4636262.142]",1,S DESPLAINES ST,W,30
